station_id,name,short_name,latitude,longitude,region_id,rental_methods,capacity,num_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,eightd_has_available_keys,eightd_has_key_dispenser
232,Cadman Plaza E & Tillary St,4677.01,40.69597683,-73.99014892,71,"CREDITCARD,KEY",23,15,1,7,0,true,true,true,2018-10-09T00:00:00,true,true
3469,India St & West St,5794.03,40.7318140172,-73.9599502087,71,"CREDITCARD,KEY",23,13,3,7,0,true,true,true,2018-10-09T00:00:00,false,false
320,Leonard St & Church St,5359.11,40.717571,-74.005549,71,"CREDITCARD,KEY",27,19,1,7,0,true,true,true,2018-10-09T00:00:00,false,false
3599,Franklin Ave & Empire Blvd,3704.01,40.66314,-73.9605695,71,"CREDITCARD,KEY",27,20,0,7,0,true,true,true,2018-10-09T00:00:00,false,false
243,Fulton St & Rockwell Pl,4513.03,40.688226,-73.979382,71,"CREDITCARD,KEY",31,23,1,7,0,true,true,true,2018-10-09T00:00:00,false,false
3270,Jersey & 6th St,JC027,40.7252891078,-74.0455716848,70,"CREDITCARD,KEY",14,6,0,8,0,true,true,true,2018-10-09T00:00:00,false,false
3622,E 128 St & Madison Ave,7735.23,40.80756,-73.939182,71,"CREDITCARD,KEY",15,7,0,8,0,true,true,true,2018-10-09T00:00:00,false,false
3694,Jackson Square,JC105,40.71113,-74.0789,70,"CREDITCARD,KEY",18,10,0,8,0,true,true,true,2018-10-09T00:00:00,false,false
3557,40 Ave & 9 St,6664.05,40.75742,-73.945133,71,"CREDITCARD,KEY",19,11,0,8,0,true,true,true,2018-10-09T00:00:00,false,false
3381,3 St & Hoyt St,4110.10,40.6777287,-73.99364123,71,"CREDITCARD,KEY",21,13,0,8,0,true,true,true,2018-10-09T00:00:00,false,false
3591,21 St & 31 Dr,6865.03,40.7659,-73.930819,71,"CREDITCARD,KEY",21,12,1,8,0,true,true,true,2018-10-09T00:00:00,false,false
3185,City Hall,JC003,40.7177325,-74.043845,70,"CREDITCARD,KEY",22,13,1,8,0,true,true,true,2018-10-09T00:00:00,false,false
343,Clinton Ave & Flushing Ave,4762.04,40.69794,-73.96986848,71,"CREDITCARD,KEY",23,14,1,8,0,true,true,true,2018-10-09T00:00:00,false,false
437,Macon St & Nostrand Ave,4214.03,40.6809833854,-73.9500479759,71,"CREDITCARD,KEY",24,15,1,8,0,true,true,true,2018-10-09T00:00:00,false,false
390,Duffield St & Willoughby St,4596.05,40.69221589,-73.9842844,71,"CREDITCARD,KEY",31,23,0,8,0,true,true,true,2018-10-09T00:00:00,false,false
455,1 Ave & E 44 St,6379.03,40.75001986,-73.96905301,71,"CREDITCARD,KEY",39,31,0,8,0,true,true,true,2018-10-09T00:00:00,false,false
3225,Baldwin at Montgomery,JC020,40.7236589,-74.0641943,70,"CREDITCARD,KEY",14,4,0,9,1,true,true,true,2018-10-09T00:00:00,false,false
3348,Coffey St & Conover St,4137.10,40.677236,-74.015665,71,"CREDITCARD,KEY",19,10,0,9,0,true,true,true,2018-10-09T00:00:00,false,false
3615,44 Dr & 21 St,6278.04,40.748,-73.9460927,71,"CREDITCARD,KEY",21,11,1,9,0,true,true,true,2018-10-09T00:00:00,false,false
3129,Queens Plaza North & Crescent St,6429.01,40.75110165,-73.94073717,71,"CREDITCARD,KEY",31,21,1,9,0,true,true,true,2018-10-09T00:00:00,false,false
3345,Madison Ave & E 99 St,7443.01,40.7894854155,-73.9524292946,71,"CREDITCARD,KEY",35,26,0,9,0,true,true,true,2018-10-09T00:00:00,false,false
217,Old Fulton St,4903.08,40.70277159,-73.99383605,71,"CREDITCARD,KEY",39,28,2,9,0,true,true,true,2018-10-09T00:00:00,true,true
3269,Brunswick & 6th,JC081,40.7260117296,-74.0503889322,70,"CREDITCARD,KEY",14,4,0,10,0,true,true,true,2018-10-09T00:00:00,false,false
3273,Manila & 1st,JC082,40.7216507249,-74.0428841114,70,"CREDITCARD,KEY",18,8,0,10,0,true,true,true,2018-10-09T00:00:00,false,false
3193,Lincoln Park,JC053,40.7246050999,-74.0784059465,70,"CREDITCARD,KEY",18,6,2,10,0,true,true,true,2018-10-09T00:00:00,false,false
3066,Tompkins Ave & Hopkins St,4850.04,40.69957608,-73.94708417,71,"CREDITCARD,KEY",19,9,0,10,0,true,true,true,2018-10-09T00:00:00,false,false
3120,Center Blvd & Borden Ave,6179.05,40.74161,-73.96044,71,"CREDITCARD,KEY",20,10,0,10,0,true,true,true,2018-10-09T00:00:00,false,false
3398,Smith St & 9 St,4077.04,40.6746957,-73.99785768,71,"CREDITCARD,KEY",23,12,0,10,1,true,true,true,2018-10-09T00:00:00,false,false
3373,3 St & 3 Ave,4028.03,40.6750705,-73.98775226,71,"CREDITCARD,KEY",27,16,1,10,0,true,true,true,2018-10-09T00:00:00,false,false
79,Franklin St & W Broadway,5430.08,40.71911552,-74.00666661,71,"CREDITCARD,KEY",33,20,3,10,0,true,true,true,2018-10-09T00:00:00,false,false
164,E 47 St & 2 Ave,6498.10,40.75323098,-73.97032517,71,"CREDITCARD,KEY",47,36,1,10,0,true,true,true,2018-10-09T00:00:00,false,false
3275,Columbus Drive,JC014,40.7183551982,-74.0389144421,70,"CREDITCARD,KEY",14,2,1,11,0,true,true,true,2018-10-09T00:00:00,false,false
3347,Van Brunt St & Wolcott St,4095.03,40.6773429,-74.01275056,71,"CREDITCARD,KEY",21,9,1,11,0,true,true,true,2018-10-09T00:00:00,false,false
3205,JC Medical Center,JC011,40.716539781,-74.0496379137,70,"CREDITCARD,KEY",22,9,2,11,0,true,true,true,2018-10-09T00:00:00,false,false
143,Clinton St & Joralemon St,4605.04,40.69239502,-73.99337909,71,"CREDITCARD,KEY",24,13,0,11,0,true,true,true,2018-10-09T00:00:00,false,false
3529,Lenox Ave & W 130 St,7753.13,40.8107922,-73.9430681,71,"CREDITCARD,KEY",25,11,3,11,0,true,true,true,2018-10-09T00:00:00,false,false
3324,3 Ave & 14 St,3850.03,40.6685455,-73.99333264,71,"CREDITCARD,KEY",25,14,0,11,0,true,true,true,2018-10-09T00:00:00,false,false
3701,Cliff St & Fulton St,5065.11,40.7083179437,-74.0050408244,71,"CREDITCARD,KEY",37,25,1,11,0,true,true,true,2018-10-09T00:00:00,false,false
3478,2 Ave & 36 St - Citi Bike HQ at Industry City,3460.01,40.6570886667,-74.0087020397,71,"CREDITCARD,KEY",43,29,3,11,0,true,true,true,2018-10-09T00:00:00,false,false
3277,Communipaw & Berry Lane,JC084,40.7143583687,-74.0666109324,70,"CREDITCARD,KEY",14,2,0,12,0,true,true,true,2018-10-09T00:00:00,false,false
3280,Astor Place,JC077,40.7192822007,-74.0712618828,70,"CREDITCARD,KEY",14,2,0,12,0,true,true,true,2018-10-09T00:00:00,false,false
3278,Monmouth and 6th,JC075,40.7256854836,-74.0487903357,70,"CREDITCARD,KEY",14,0,2,12,0,true,true,true,2018-10-09T00:00:00,false,false
3268,Lafayette Park,JC078,40.7134638267,-74.0628585219,70,"CREDITCARD,KEY",14,1,1,12,0,true,true,true,2018-10-09T00:00:00,false,false
3344,Pioneer St & Van Brunt St,4169.04,40.679043,-74.011169,71,"CREDITCARD,KEY",19,6,1,12,0,true,true,true,2018-10-09T00:00:00,false,false
3249,Verona Pl & Fulton St,4124.04,40.680356084,-73.9476791024,71,"CREDITCARD,KEY",19,7,0,12,0,true,true,true,2018-10-09T00:00:00,false,false
278,Concord St & Bridge St,4781.03,40.69766564,-73.98476437,71,"CREDITCARD,KEY",19,7,0,12,0,true,true,true,2018-10-09T00:00:00,false,false
