station_id_source,station_id_target,interstation_distance,interstation_distance_rank
5,67,1.826072280832544,30
5,42,1.9916129780929699,31
5,58,2.097366824615802,32
5,49,2.2247812726588228,33
5,80,2.289916911686537,34
5,72,2.3639361130729304,35
5,86,2.3670969641068917,36
5,9,2.387764091687642,37
5,81,2.553371243914876,38
5,75,2.55888685872086,39
5,60,2.6269615914591893,40
5,54,2.6506918475822365,41
5,82,2.658799078465734,42
5,83,2.665234227807124,43
5,91,2.7202042159060866,44
5,69,2.7326069075947754,45
5,63,2.7406538754244574,46
5,59,2.75126274252546,47
5,68,2.7940374746841563,48
5,35,2.938086915789387,49
5,6,2.9889841030626703,50
5,85,2.993943457838788,51
5,41,3.005925689846088,52
5,76,3.0110768623844337,53
5,84,3.0150409415122876,54
5,22,3.076990298273604,55
5,23,3.2223521778939532,56
5,48,3.3110577060219897,57
5,90,3.3844991616424087,58
5,87,3.393298921660161,59
5,44,3.44667368329672,60
5,95,3.4785050707799696,61
5,64,3.499187940090194,62
5,17,3.541737127289449,63
5,38,3.631551200456031,64
5,47,3.652274989135105,65
5,43,3.671686941664382,66
5,66,3.6897185058724893,67
5,88,3.6971315245214122,68
5,29,3.7355177400939903,69
5,20,3.7525668140981154,70
5,97,3.7656690261559778,71
5,24,3.8487494597895915,72
5,65,3.849182203587114,73
5,96,3.906073743465376,74
5,7,3.968584257058696,75
5,93,3.9963581076353627,76
5,18,4.047854486106148,77
5,40,4.060613262594939,78
5,31,4.06630667520484,79
5,8,4.089145546856788,80
5,98,4.146436351877046,81
5,74,4.204980539673025,82
5,78,4.222674284979071,83
5,70,4.270147452381021,84
5,79,4.297614975053482,85
5,94,4.304080524201837,86
5,73,4.310299698917851,87
5,15,4.516713692820266,88
5,89,4.80472195657624,89
5,71,4.8375384080770045,90
5,37,4.943423031417762,91
5,77,4.982275613721622,92
5,92,5.591209009434969,93
6,23,0.5082554370458255,0
6,60,0.5103055563612957,1
6,38,0.6524482000448057,2
6,44,0.6859019477828581,3
6,54,0.715860731971487,4
6,47,0.766409202443254,5
6,58,0.891911366814658,6
6,35,0.9009019359697711,7
6,48,0.9466507542046128,8
6,81,1.0065794001574657,9
6,42,1.1081914793992662,10
6,84,1.1277128299083365,11
6,20,1.1279865977835617,12
6,49,1.1302134906239332,13
6,59,1.2010980620379839,14
6,40,1.2095724267060934,15
6,98,1.2394395001960228,16
6,43,1.2755633159676132,17
6,22,1.2839976943680078,18
6,50,1.3412222974221686,19
6,90,1.4373516939818243,20
6,72,1.5692776584273014,21
6,94,1.5910533723681441,22
6,36,1.633377759829903,23
6,64,1.7085415402772348,24
6,16,1.7867103555446173,25
6,4,1.8035037087154153,26
6,7,1.9030671564954285,27
6,24,1.9322848417817573,28
6,63,2.029906819867047,29
6,61,2.039601880298856,30
6,80,2.0673562655173794,31
6,52,2.2112530369722987,32
6,26,2.217282044347137,33
6,21,2.227643071922909,34
6,91,2.2563145121469637,35
6,65,2.312926598561033,36
6,67,2.338407705989617,37
6,53,2.3451716349901393,38
6,31,2.372279211583672,39
6,25,2.4171806618203853,40
6,55,2.4494855160817166,41
6,46,2.5836886114617066,42
6,39,2.625230495811898,43
6,57,2.6478915061288033,44
6,95,2.7407180524077663,45
6,75,2.9173152623649474,46
6,33,2.9437128861970447,47
6,5,2.9889841030626703,48
6,13,3.11193019232336,49
6,51,3.150920023900491,50
6,68,3.1552061195213925,51
6,78,3.214789897369423,52
6,45,3.2626141791035157,53
6,88,3.3075944850408443,54
6,34,3.316507289666636,55
6,76,3.3730209353307123,56
6,12,3.4128819958438603,57
6,85,3.4492273552426385,58
6,10,3.580321688508425,59
6,32,3.6136098585742493,60
6,19,3.6841795448755223,61
6,3,3.770650408330855,62
6,77,3.79932541606496,63
6,79,3.9124972133394786,64
6,83,3.9265470652467487,65
6,56,3.970804614744932,66
6,96,4.015190991404401,67
6,87,4.085789433387567,68
6,14,4.099042145068337,69
6,27,4.104093929592416,70
6,11,4.2363888571707085,71
6,71,4.273657166618622,72
6,9,4.348000676644642,73
6,62,4.3648179609768505,74
6,97,4.373380655676251,75
6,30,4.4770486803338505,76
6,17,4.50444601064262,77
6,74,4.598759140032745,78
6,93,4.675997872543644,79
6,73,4.7798335470433315,80
6,70,4.827478142522838,81
6,29,4.902904113311671,82
6,89,4.924961935546093,83
6,41,4.938144271620633,84
6,86,5.26470607204378,85
6,69,5.270244586092326,86
6,18,5.330924297618275,87
6,82,5.497637650070374,88
6,66,5.846262721164064,89
6,15,6.004019481283617,90
6,92,6.0063339592598375,91
6,8,6.01125514447326,92
6,37,6.713734354863108,93
7,24,0.18970689956595685,0
7,64,0.48377873330958454,1
7,31,0.5611609002399127,2
7,43,0.6498229638651472,3
7,65,0.6581232332794924,4
7,22,0.9103920546027247,5
7,20,0.9106010073368314,6
7,48,0.9628817969127678,7
7,35,1.1884177519701566,8
7,59,1.2359893643628814,9
7,40,1.2708769489458218,10
7,44,1.2853201992005756,11
7,23,1.3996492985062206,12
7,47,1.4066842053246087,13
7,63,1.4617373250612908,14
7,81,1.4917430655726125,15
7,54,1.5524540122962591,16
7,49,1.8026868629302102,17
7,6,1.9030671564954285,18
7,38,1.9540804182279174,19
7,42,2.1269426925225967,20
7,4,2.2436813966521942,21
7,58,2.332404576763657,22
7,60,2.349726476716312,23
7,26,2.3985075817234476,24
7,50,2.406125952449861,25
7,98,2.420688136941448,26
7,16,2.6821720902769015,27
7,85,2.7085353990121837,28
7,36,2.7243712705272167,29
7,39,2.9378174404181414,30
7,94,2.9641432911354832,31
7,25,2.9749409956183386,32
7,84,3.025820463736501,33
7,61,3.1856498101779374,34
7,21,3.2349704174628506,35
7,13,3.2394399030569425,36
7,90,3.2938886578298385,37
7,57,3.3513864110407607,38
7,72,3.4094277338615653,39
7,52,3.445039664673703,40
7,51,3.5084117186561397,41
7,83,3.5204765418375294,42
7,46,3.5639679912583224,43
7,55,3.645718430900279,44
7,93,3.695532089562687,45
7,53,3.740080028047484,46
7,80,3.8851143962513524,47
7,5,3.968584257058696,48
7,67,4.035637683110125,49
7,12,4.104689116686826,50
7,91,4.132367855258703,51
7,56,4.246902585590815,52
7,33,4.328775326055747,53
7,45,4.492042457367953,54
7,34,4.621318563322178,55
7,95,4.643639064716368,56
7,92,4.678252119839696,57
7,75,4.732955055400602,58
7,27,4.789503444028537,59
7,32,4.861723207148422,60
7,3,4.862941461019261,61
7,68,4.98845109717962,62
7,10,5.060982975904744,63
7,19,5.085071502782149,64
7,78,5.091605787755106,65
7,14,5.121773195482164,66
7,88,5.209936270897303,67
7,76,5.218895077276318,68
7,11,5.356516569716212,69
7,30,5.435868881550291,70
7,62,5.574583396900099,71
7,77,5.625589703038851,72
7,79,5.814770798397787,73
7,9,5.899764558960569,74
7,96,5.906337318735398,75
7,87,5.917753804944499,76
7,71,6.164656513280449,77
7,97,6.226385320025108,78
7,17,6.309603946928863,79
7,86,6.32739063079714,80
7,74,6.479213510843302,81
7,41,6.527235216694525,82
7,69,6.617339666181853,83
7,82,6.627197781728012,84
7,73,6.656864408829248,85
7,29,6.684882774311604,86
7,70,6.696932425278768,87
7,89,6.825064071347212,88
7,18,7.10307428913969,89
7,66,7.384174184079611,90
7,8,7.636724885790557,91
7,15,7.748907912376581,92
7,37,8.400237506959963,93
8,66,0.5914123031679283,0
8,37,0.8693992547472217,1
8,15,0.9274623634707712,2
8,41,1.1171790046434937,3
8,18,1.2754620755303903,4
8,29,1.5611024419125885,5
8,69,1.7393853366767182,6
8,9,1.7560962633947583,7
8,17,1.9582189159062036,8
8,87,2.4082260848360897,9
8,97,2.420229331499917,10
8,70,2.456547694855441,11
8,82,2.5836786316288225,12
8,73,2.591532123794237,13
8,10,2.6147104013693427,14
8,19,2.6731868184494263,15
8,62,2.6811730032732126,16
8,74,2.699015877261919,17
8,86,2.868546163746272,18
8,76,2.9976289058386625,19
8,11,3.019046976805915,20
8,32,3.075059996913059,21
8,96,3.1031501219846325,22
8,68,3.1054534416102912,23
8,34,3.187283203357195,24
8,89,3.1909144139752548,25
8,75,3.2448011955300933,26
8,3,3.3515557459024943,27
8,14,3.3634349424073156,28
8,33,3.3692970955610795,29
8,45,3.385754788974731,30
8,30,3.4015935097184355,31
8,67,3.6728893535395315,32
8,88,3.7452178816924167,33
8,79,3.777773820307226,34
8,53,3.917349197364071,35
8,80,4.011682493964559,36
8,91,4.024124400979713,37
8,5,4.089145546856788,38
8,55,4.111528887891356,39
8,71,4.1413356262732455,40
8,95,4.150624624613753,41
8,27,4.261135952344937,42
8,52,4.262630770040423,43
8,46,4.363489848240619,44
8,12,4.463979353562996,45
8,72,4.503076941185477,46
8,78,4.5279876886480945,47
8,61,4.536212218392834,48
8,21,4.58372672554914,49
8,57,4.7994200672035685,50
8,36,4.961113302644153,51
8,77,4.986299821399053,52
8,16,5.080894936096805,53
8,25,5.15760357195293,54
8,51,5.216978070456514,55
8,84,5.236423393415283,56
8,56,5.250994062199948,57
8,50,5.252303290469997,58
8,90,5.321437104121387,59
8,58,5.322766769155427,60
8,39,5.452643114675338,61
8,60,5.501891790106262,62
8,42,5.5165994839391095,63
8,13,5.637250247754985,64
8,4,5.64729630780409,65
8,26,5.786050000758218,66
8,49,5.856873687600595,67
8,6,6.01125514447326,68
8,54,6.096698138006676,69
8,81,6.150061618431843,70
8,59,6.425894707066022,71
8,35,6.4570222686190855,72
8,38,6.458612639315423,73
8,23,6.460496646354,74
8,94,6.479898052788386,75
8,83,6.623096877936049,76
8,98,6.669860378142122,77
8,44,6.676286776291397,78
8,63,6.6934839309486875,79
8,22,6.738061519844304,80
8,48,6.758812433874948,81
8,47,6.775700035663072,82
8,85,7.074242282344452,83
8,20,7.097620345854987,84
8,43,7.1485171941166135,85
8,40,7.216491193063628,86
8,64,7.231135091588764,87
8,24,7.56972024569073,88
8,7,7.636724885790557,89
8,65,7.707544194566651,90
8,31,7.889901182239511,91
8,93,7.9851299709373444,92
8,92,9.560072074713386,93
9,41,0.6396102252866276,0
9,10,0.858917354308852,1
9,19,0.950559973128947,2
9,69,1.2300475234638473,3
9,62,1.327316227738416,4
9,32,1.4133904607125483,5
9,34,1.460917572386407,6
9,66,1.5000263859968834,7
9,29,1.543024567388658,8
9,17,1.5541318303016214,9
9,33,1.6135371242280387,10
9,11,1.618815445206031,11
9,45,1.6737899717488935,12
9,87,1.7080660727756702,13
9,18,1.7470675721130509,14
9,8,1.7560962633947583,15
9,3,1.7820389868424473,16
9,68,1.8695768565123525,17
9,75,1.8803824884268139,18
9,76,1.895316549429896,19
9,14,1.9190551302936902,20
9,97,1.986528125409614,21
9,82,1.9902502175923649,22
9,67,2.0375734713125637,23
9,86,2.0565354107816263,24
9,30,2.1170601831128777,25
9,15,2.1359165782027194,26
9,53,2.166575730470194,27
9,55,2.357457366396973,28
9,70,2.371590797452962,29
9,5,2.387764091687642,30
9,74,2.4468028254701455,31
9,73,2.4654083968125753,32
9,80,2.4714478712801062,33
9,96,2.4868305762788196,34
9,52,2.5066243756489874,35
9,37,2.5802074589947637,36
9,91,2.613723060753403,37
9,46,2.626769797780573,38
9,61,2.780157231897741,39
9,88,2.8011143906401874,40
9,27,2.8164676739455325,41
9,21,2.831373492917472,42
9,12,2.8511243041933625,43
9,72,2.9250501850958113,44
9,95,2.9984780942674467,45
9,57,3.081138913990326,46
9,89,3.092346253066176,47
9,79,3.1279356172475925,48
9,36,3.2079354822440354,49
9,16,3.3247998778291157,50
9,25,3.4249560046832705,51
9,50,3.5043886923289924,52
9,51,3.5593118024849963,53
9,78,3.5847058175263475,54
9,58,3.60677676838871,55
9,71,3.634194442868516,56
9,84,3.704998266777846,57
9,56,3.7299080497815487,58
9,39,3.736318384620276,59
9,42,3.7742708612992035,60
9,60,3.8458656032719722,61
9,90,3.8722017199349454,62
9,4,3.892227473216763,63
9,13,3.966724332002394,64
9,26,4.042603309946588,65
9,49,4.110246242235394,66
9,77,4.226593106034307,67
9,6,4.348000676644642,68
9,54,4.371400401831923,69
9,81,4.409282162645267,70
9,59,4.680527458121651,71
9,35,4.728005897613599,72
9,23,4.771783543435089,73
9,38,4.8482958063821195,74
9,63,4.938230122334678,75
9,44,4.993393519279647,76
9,22,4.996153198852976,77
9,83,5.008885894755236,78
9,94,5.032344241226032,79
9,48,5.04295051116115,80
9,47,5.114028222259051,81
9,98,5.137695020959395,82
9,85,5.380742515722178,83
9,20,5.402340564466731,84
9,43,5.433196507807335,85
9,64,5.485324018511506,86
9,40,5.557429195699115,87
9,24,5.8265401353294735,88
9,7,5.899764558960569,89
9,65,5.95369213720598,90
9,31,6.138604608589693,91
9,93,6.360942790544841,92
9,92,7.951832226045048,93
10,19,0.2830696056989176,0
10,34,0.6594268745474029,1
10,32,0.7481700386240463,2
10,33,0.7546355368844535,3
10,9,0.858917354308852,4
10,45,0.8849472481372079,5
10,62,1.1358724731517054,6
10,3,1.1924399830447943,7
10,11,1.272434252423638,8
10,53,1.3209641173878313,9
10,67,1.3737048460240509,10
10,14,1.4557730724990672,11
10,41,1.498523532249151,12
10,55,1.4991895022471935,13
10,75,1.5643091085962861,14
10,5,1.5864244743916462,15
10,52,1.6490658252669108,16
10,68,1.681365468238329,17
10,69,1.719051141205132,18
10,30,1.7783405008895352,19
10,46,1.7839869156754258,20
10,76,1.8165557962903405,21
10,80,1.8855754014369555,22
10,61,1.9222934731664136,23
10,87,1.9618753589469835,24
10,21,1.9740391143951737,25
10,17,2.012267774032969,26
10,86,2.0990480850996116,27
10,12,2.128012554301575,28
10,91,2.1462563224306166,29
10,29,2.1610302196406477,30
10,82,2.183761848104934,31
10,27,2.251856095449836,32
10,57,2.2527844757449844,33
10,72,2.271389019921737,34
10,97,2.316537258159809,35
10,66,2.3232014398781087,36
10,36,2.3553652254251247,37
10,18,2.4617765842408343,38
10,16,2.466438060085457,39
10,25,2.5822580806892983,40
10,8,2.6147104013693427,41
10,96,2.6236999711089375,42
10,50,2.6583382965699363,43
10,88,2.6866912216107175,44
10,95,2.712053671038499,45
10,51,2.779046290790827,46
10,74,2.78046285573696,47
10,70,2.791827575571913,48
10,58,2.795585010040422,49
10,73,2.8536728247999137,50
10,39,2.905590744894843,51
10,42,2.9340744510051735,52
10,15,2.9441190411823515,53
10,4,3.0333526308287277,54
10,56,3.058906223122868,55
10,84,3.0656011181080007,56
10,60,3.090888981853116,57
10,79,3.163587387180081,58
10,13,3.1711475073252715,59
10,26,3.190435815930801,60
10,49,3.264574736394225,61
10,90,3.2966424141562305,62
10,78,3.3971295354082107,63
10,89,3.4165566995598473,64
10,37,3.4360460520286793,65
10,54,3.546704426883955,66
10,81,3.5692429780078045,67
10,6,3.580321688508425,68
10,71,3.704985519289167,69
10,59,3.835374472471651,70
10,35,3.898620209783215,71
10,23,3.97836964191954,72
10,63,4.079319656713462,73
10,77,4.112776052323411,74
10,38,4.120014223457938,75
10,22,4.154007910933629,76
10,44,4.203645138283143,77
10,48,4.224513522907568,78
10,83,4.246090033914022,79
10,47,4.341243515791534,80
10,94,4.427490694379965,81
10,98,4.467241135733714,82
10,85,4.560237697265181,83
10,20,4.600142864066784,84
10,43,4.614006666476228,85
10,64,4.6388856254063695,86
10,40,4.783906239859062,87
10,24,4.982266562997733,88
10,7,5.060982975904744,89
10,65,5.09883187400027,90
10,31,5.28642705963015,91
10,93,5.582615497796879,92
10,92,7.177356289923705,93
11,62,0.33789055417405245,0
11,14,0.3454803954789046,1
11,3,0.4935873867970512,2
11,30,0.516940129001677,3
11,32,0.684627549135424,4
11,45,0.9842968534072162,5
11,19,0.9899394207126011,6
11,34,1.0008476927148853,7
11,86,1.0291268186410067,8
11,27,1.2472590600143263,9
11,10,1.272434252423638,10
11,82,1.279562504646934,11
11,5,1.3907334212923756,12
11,33,1.4049015587714142,13
11,69,1.4262416830184972,14
11,12,1.514148069647704,15
11,9,1.618815445206031,16
11,46,1.7930082411795172,17
11,55,1.7950535704860142,18
11,53,1.9280478197774629,19
11,52,2.0303066012778817,20
11,57,2.068375688500506,21
11,41,2.0814378842759695,22
11,21,2.132830543256297,23
11,56,2.232374142374015,24
11,61,2.2392554708150736,25
11,51,2.2965210192591883,26
11,67,2.42470611636689,27
11,25,2.4620293746004664,28
11,66,2.523367682103182,29
11,39,2.663328160011305,30
11,16,2.6843767114530124,31
11,36,2.70062730821739,32
11,13,2.7237168450287403,33
11,75,2.8145015794602704,34
11,68,2.9503987717709763,35
11,80,2.9657326848103196,36
11,8,3.019046976805915,37
11,50,3.0356217332862614,38
11,76,3.08880456537658,39
11,26,3.1133629460192953,40
11,17,3.1289929444671705,41
11,4,3.130911091850914,42
11,29,3.160834914122838,43
11,87,3.173647558145053,44
11,72,3.240758252321849,45
11,91,3.3046743310307276,46
11,42,3.3312611246356574,47
11,18,3.351937275536539,48
11,58,3.3573947274035967,49
11,97,3.505468903157486,50
11,49,3.5933561485712686,51
11,83,3.628754803713318,52
11,15,3.6460503191351212,53
11,60,3.8097850179661776,54
11,96,3.8783960449024013,55
11,37,3.8876719550289374,56
11,81,3.9219333871748705,57
11,95,3.941671763748755,58
11,70,3.9423378953338264,59
11,88,3.9550511405402657,60
11,74,3.97431609788069,61
11,54,3.992670450052486,62
11,84,4.0049102707490105,63
11,73,4.022188308639462,64
11,63,4.1184899630075344,65
11,59,4.133135837346809,66
11,85,4.1700690248811405,67
11,6,4.2363888571707085,68
11,35,4.29999866863762,69
11,90,4.307472647208675,70
11,79,4.4345470864521515,71
11,22,4.460071312213184,72
11,23,4.533261328314401,73
11,89,4.62037632401517,74
11,78,4.647379337781942,75
11,48,4.666668033250347,76
11,44,4.761379950000829,77
11,38,4.851391893315727,78
11,64,4.889029305481844,79
11,47,4.947989943411479,80
11,71,4.974546429193133,81
11,93,4.989118484982438,82
11,43,5.036855988092774,83
11,20,5.096715701199436,84
11,65,5.235591688084858,85
11,24,5.238816115589204,86
11,98,5.301806792490895,87
11,7,5.356516569716212,88
11,94,5.36466670924411,89
11,40,5.372657250476098,90
11,77,5.374158590946607,91
11,31,5.45492449010402,92
11,92,6.551436317335385,93
12,5,0.6702125099701777,0
12,27,0.7050876592396238,1
12,51,0.7831116861708657,2
12,57,0.7876542042417792,3
12,46,0.9086046994124021,4
12,56,0.956642318507227,5
12,3,1.1129227061240303,6
12,25,1.133221679359373,7
12,14,1.1868663784135858,8
12,13,1.2098690019994345,9
12,39,1.2175007322678688,10
12,21,1.218024932766381,11
12,45,1.2509412911199238,12
12,55,1.2616494945574466,13
12,30,1.3934257378781691,14
12,52,1.4378303800644807,15
12,32,1.4384582577356666,16
12,61,1.459813142108077,17
12,34,1.4748147304797095,18
12,11,1.514148069647704,19
12,33,1.612619089664165,20
12,16,1.634302100875958,21
12,53,1.6634826737305932,22
12,26,1.729315005592462,23
12,36,1.785387261472344,24
12,62,1.8321688788228405,25
12,4,1.8787753681820243,26
12,19,1.92478959452345,27
12,50,2.074368017392043,28
12,10,2.128012554301575,29
12,83,2.164784057110385,30
12,86,2.3096695654039685,31
12,42,2.3369154271665082,32
12,49,2.492501271943378,33
12,67,2.4950202340967214,34
12,58,2.5413212561403298,35
12,82,2.6512677889878287,36
12,85,2.6560064078428685,37
12,63,2.7432918576878134,38
12,81,2.80788482933713,39
12,9,2.8511243041933625,40
12,69,2.939994458875683,41
12,80,2.948918609398687,42
12,59,2.950420246785305,43
12,54,2.963165072958703,44
12,72,2.9880449246581593,45
12,60,3.1138492327070586,46
12,35,3.19848731538222,47
12,75,3.224784646788377,48
12,22,3.2612213947506965,49
12,91,3.3833089964103804,50
12,6,3.4128819958438603,51
12,41,3.431685753198178,52
12,68,3.455275299413654,53
12,93,3.5245141427415594,54
12,23,3.5680865146694973,55
12,48,3.576987142665453,56
12,84,3.5906364572651914,57
12,64,3.622120815297315,58
12,76,3.667582410217518,59
12,44,3.7818376993063323,60
12,65,3.8783712167472224,61
12,43,3.9066825761453883,62
12,24,3.9621935390275307,63
12,90,3.976602942150111,64
12,66,4.006972415675298,65
12,47,4.0085111965092155,66
12,87,4.015832774215304,67
12,20,4.033103825528978,68
12,38,4.065091143236244,69
12,7,4.104689116686826,70
12,31,4.111078893468545,71
12,17,4.129627335820587,72
12,95,4.145486056803884,73
12,29,4.287497086578053,74
12,88,4.36677420811749,75
12,97,4.385540903812368,76
12,40,4.387903340380922,77
12,8,4.463979353562996,78
12,96,4.558774718280618,79
12,18,4.5695301309348775,80
12,98,4.618971096150979,81
12,94,4.828308654017776,82
12,74,4.833466282904893,83
12,70,4.882665538855949,84
12,78,4.889512962072879,85
12,73,4.930175121771086,86
12,79,4.96429164888786,87
12,15,4.983637112636615,88
12,92,5.10856615760701,89
12,37,5.331307581616595,90
12,89,5.443682610254079,91
12,71,5.505233210974993,92
12,77,5.649218841290663,93
13,51,0.4273763050750319,0
13,39,0.5073451249833903,1
13,25,0.8407912389862661,2
13,26,0.9299435689811874,3
13,57,0.9732286806461815,4
13,56,1.0076591323720383,5
13,83,1.1219047075707966,6
13,12,1.2098690019994345,7
13,4,1.3105815980014106,8
13,85,1.448208426173721,9
13,46,1.4650902807133561,10
13,16,1.4961659905446614,11
13,21,1.4980294388234783,12
13,5,1.5854362844648155,13
13,27,1.728645868973931,14
13,61,1.7374036099754195,15
13,36,1.755467644157661,16
13,63,1.7839993230322475,17
13,55,1.869383016167008,18
13,50,1.88107448164547,19
13,52,1.9019255041229939,20
